Datum,Zaehlerstand
24.01.2019,638
25.01.2019,635
26.01.2019,490
27.01.2019,316
28.01.2019,653
29.01.2019,1246
30.01.2019,566
31.01.2019,378
01.02.2019,539
02.02.2019,299
03.02.2019,684
04.02.2019,1165
05.02.2019,1166
06.02.2019,1351
07.02.2019,1319
08.02.2019,1144
09.02.2019,701
10.02.2019,241
11.02.2019,1119
12.02.2019,1431
13.02.2019,1530
14.02.2019,1844
15.02.2019,1982
16.02.2019,1990
17.02.2019,2673
18.02.2019,2264
19.02.2019,1797
20.02.2019,1921
21.02.2019,1801
22.02.2019,1492
23.02.2019,1493
24.02.2019,2537
25.02.2019,2456
26.02.2019,2662
27.02.2019,2738
28.02.2019,1044
01.03.2019,696
02.03.2019,559
03.03.2019,409
04.03.2019,398
05.03.2019,780
06.03.2019,1420
07.03.2019,1186
08.03.2019,1172
09.03.2019,678
10.03.2019,289
11.03.2019,759
12.03.2019,1253
13.03.2019,739
14.03.2019,619
15.03.2019,640
16.03.2019,598
17.03.2019,797
18.03.2019,1353
19.03.2019,2006
20.03.2019,1973
21.03.2019,2602
22.03.2019,2989
23.03.2019,1163
24.03.2019,1945
25.03.2019,1145
26.03.2019,1627
27.03.2019,1943
28.03.2019,1974
29.03.2019,2841
30.03.2019,3157
31.03.2019,1871
01.04.2019,2987
02.04.2019,1773
03.04.2019,1140
04.04.2019,1182
05.04.2019,1687
06.04.2019,1977
07.04.2019,3744
08.04.2019,2250
09.04.2019,2114
10.04.2019,2618
11.04.2019,2283
12.04.2019,1600
13.04.2019,868
14.04.2019,1410
15.04.2019,2568
16.04.2019,2940
17.04.2019,1919
18.04.2019,3049
19.04.2019,3847
20.04.2019,2676
21.04.2019,3322
22.04.2019,4117
23.04.2019,3007
24.04.2019,2294
25.04.2019,2194
26.04.2019,1697
27.04.2019,588
28.04.2019,1204
29.04.2019,2593
30.04.2019,2902
01.05.2019,2592
02.05.2019,2073
03.05.2019,1909
04.05.2019,651
05.05.2019,891
06.05.2019,1824
07.05.2019,2320
08.05.2019,1240
09.05.2019,2026
10.05.2019,1431
11.05.2019,731
12.05.2019,2131
13.05.2019,3081
14.05.2019,3212
15.05.2019,3417
16.05.2019,2470
17.05.2019,1797
18.05.2019,2341
19.05.2019,2126
20.05.2019,2011
21.05.2019,803
22.05.2019,2807
23.05.2019,3655
24.05.2019,3452
25.05.2019,2796
26.05.2019,2890
27.05.2019,2123
28.05.2019,1990
29.05.2019,3698
30.05.2019,2283
31.05.2019,3296
01.06.2019,3973
02.06.2019,4795
03.06.2019,2164
04.06.2019,3649
05.06.2019,4029
06.06.2019,2575
07.06.2019,3073
08.06.2019,1397
09.06.2019,4291
10.06.2019,2923
11.06.2019,2515
12.06.2019,2449
13.06.2019,3504
14.06.2019,3915
15.06.2019,2269
16.06.2019,3898
17.06.2019,4384
18.06.2019,4445
19.06.2019,2914
20.06.2019,2905
21.06.2019,3385
22.06.2019,3261
23.06.2019,4356
24.06.2019,4134
25.06.2019,4094
26.06.2019,4182
27.06.2019,4189
28.06.2019,4050
29.06.2019,3322
30.06.2019,3792
01.07.2019,3977
02.07.2019,4084
03.07.2019,4079
04.07.2019,4671
05.07.2019,3775
06.07.2019,3240
07.07.2019,3084
08.07.2019,3066
09.07.2019,3824
10.07.2019,3965
11.07.2019,2703
12.07.2019,2525
13.07.2019,2102
14.07.2019,2856
15.07.2019,2782
16.07.2019,3214
17.07.2019,3401
18.07.2019,3368
19.07.2019,2992
20.07.2019,1671
21.07.2019,3729
22.07.2019,3868
23.07.2019,4224
24.07.2019,3496
25.07.2019,2976
26.07.2019,2480
27.07.2019,1436
28.07.2019,818
29.07.2019,3749
30.07.2019,3628
31.07.2019,3107
01.08.2019,3119
02.08.2019,2536
03.08.2019,2029
04.08.2019,4064
05.08.2019,2726
06.08.2019,2578
07.08.2019,2468
08.08.2019,3134
09.08.2019,1600
10.08.2019,2029
11.08.2019,2689
12.08.2019,2173
13.08.2019,2196
14.08.2019,3376
15.08.2019,1672
16.08.2019,2846
17.08.2019,1385
18.08.2019,855
19.08.2019,3217
20.08.2019,3505
21.08.2019,3734
22.08.2019,3888
23.08.2019,3571
24.08.2019,3177
25.08.2019,3803
26.08.2019,3688
27.08.2019,3754
28.08.2019,3461
29.08.2019,3188
30.08.2019,3692
31.08.2019,3106
01.09.2019,1952
02.09.2019,3359
03.09.2019,3140
04.09.2019,2933
05.09.2019,2576
06.09.2019,2942
07.09.2019,978
08.09.2019,1207
09.09.2019,2576
10.09.2019,3177
11.09.2019,2268
12.09.2019,2670
13.09.2019,2288
14.09.2019,2906
15.09.2019,3738
16.09.2019,2188
17.09.2019,2616
18.09.2019,2850
19.09.2019,2860
20.09.2019,2993
21.09.2019,2928
22.09.2019,3329
23.09.2019,1655
24.09.2019,1953
25.09.2019,1824
26.09.2019,1268
27.09.2019,2111
28.09.2019,1046
29.09.2019,824
30.09.2019,1804
01.10.2019,1409
02.10.2019,1884
03.10.2019,1120
04.10.2019,842
05.10.2019,1243
06.10.2019,255
07.10.2019,2031
08.10.2019,1010
09.10.2019,1820
10.10.2019,2072
11.10.2019,2024
12.10.2019,1924
13.10.2019,2569
14.10.2019,2926
15.10.2019,1636
16.10.2019,1453
17.10.2019,1364
18.10.2019,1525
19.10.2019,580
20.10.2019,357
21.10.2019,1842
22.10.2019,2106
23.10.2019,2607
24.10.2019,1463
25.10.2019,1638
26.10.2019,1210
27.10.2019,1014
28.10.2019,1835
29.10.2019,2210
30.10.2019,2069
31.10.2019,1980
01.11.2019,388
02.11.2019,789
03.11.2019,982
04.11.2019,1650
05.11.2019,1688
06.11.2019,1125
07.11.2019,1484
08.11.2019,1857
09.11.2019,905
10.11.2019,1376
11.11.2019,1366
12.11.2019,1414
13.11.2019,1629
14.11.2019,1729
15.11.2019,1499
16.11.2019,1092
17.11.2019,633
18.11.2019,755
19.11.2019,1279
20.11.2019,1701
21.11.2019,1639
22.11.2019,1331
23.11.2019,1008
24.11.2019,1352
25.11.2019,1648
26.11.2019,1696
27.11.2019,1423
28.11.2019,1134
29.11.2019,1548
30.11.2019,916
01.12.2019,652
02.12.2019,1473
03.12.2019,1606
04.12.2019,1811
05.12.2019,1662
06.12.2019,815
07.12.2019,660
08.12.2019,487
09.12.2019,1121
10.12.2019,1737
11.12.2019,799
12.12.2019,1511
13.12.2019,629
14.12.2019,461
15.12.2019,892
16.12.2019,1216
17.12.2019,1793
18.12.2019,1808
19.12.2019,1854
20.12.2019,1057
21.12.2019,903
22.12.2019,515
23.12.2019,629
24.12.2019,269
25.12.2019,270
26.12.2019,490
27.12.2019,690
28.12.2019,608
29.12.2019,634
30.12.2019,967
31.12.2019,570
01.01.2020,470
02.01.2020,887
03.01.2020,718
04.01.2020,669
05.01.2020,767
06.01.2020,1649
07.01.2020,1662
08.01.2020,1367
09.01.2020,963
10.01.2020,921
11.01.2020,1004
12.01.2020,899
13.01.2020,1775
14.01.2020,1542
15.01.2020,1805
16.01.2020,2126
17.01.2020,1357
18.01.2020,768
19.01.2020,781
20.01.2020,1598
21.01.2020,1752
22.01.2020,1312
23.01.2020,1433
24.01.2020,1227
25.01.2020,653
26.01.2020,1224
27.01.2020,907
28.01.2020,948
29.01.2020,1166
30.01.2020,1388
31.01.2020,1480
01.02.2020,387
02.02.2020,434
03.02.2020,1271
04.02.2020,1064
05.02.2020,1676
06.02.2020,1581
07.02.2020,1525
08.02.2020,721
09.02.2020,447
10.02.2020,332
11.02.2020,792
12.02.2020,1168
13.02.2020,982
14.02.2020,1162
15.02.2020,1305
16.02.2020,680
17.02.2020,1457
18.02.2020,1332
19.02.2020,1265
20.02.2020,813
21.02.2020,1004
22.02.2020,504
23.02.2020,156
24.02.2020,387
25.02.2020,948
26.02.2020,582
27.02.2020,720
28.02.2020,1135
29.02.2020,638
01.03.2020,1019
02.03.2020,1151
03.03.2020,1629
04.03.2020,1505
05.03.2020,961
06.03.2020,764
07.03.2020,1270
08.03.2020,1092
09.03.2020,1716
10.03.2020,983
11.03.2020,983
12.03.2020,1680
13.03.2020,1311
14.03.2020,1624
15.03.2020,3223
16.03.2020,2773
17.03.2020,3532
18.03.2020,3585
19.03.2020,2997
20.03.2020,1796
21.03.2020,2013
22.03.2020,2576
23.03.2020,2039
24.03.2020,2311
25.03.2020,2715
26.03.2020,2742
27.03.2020,3793
28.03.2020,4323
29.03.2020,580
30.03.2020,1905
31.03.2020,2676
01.04.2020,3132
02.04.2020,2591
03.04.2020,1736
04.04.2020,3692
05.04.2020,5638
06.04.2020,4120
07.04.2020,4029
08.04.2020,4912
09.04.2020,4244
10.04.2020,6137
11.04.2020,4776
12.04.2020,5897
13.04.2020,1947
14.04.2020,2269
15.04.2020,3863
16.04.2020,5007
17.04.2020,4981
18.04.2020,2889
19.04.2020,4157
20.04.2020,3424
21.04.2020,3821
22.04.2020,4527
23.04.2020,5047
24.04.2020,4371
25.04.2020,3919
26.04.2020,6456
27.04.2020,4729
28.04.2020,2123
