Datum,Zaehlerstand
04.05.2019,825
05.05.2019,929
06.05.2019,2656
07.05.2019,3198
08.05.2019,2054
09.05.2019,2849
10.05.2019,2157
11.05.2019,929
12.05.2019,1402
13.05.2019,3730
14.05.2019,3923
15.05.2019,4101
16.05.2019,3523
17.05.2019,2500
18.05.2019,1545
19.05.2019,1427
20.05.2019,2794
21.05.2019,1543
22.05.2019,3247
23.05.2019,3929
24.05.2019,3605
25.05.2019,2050
26.05.2019,1783
27.05.2019,2645
28.05.2019,2890
29.05.2019,3734
30.05.2019,1433
31.05.2019,2860
01.06.2019,1957
02.06.2019,1910
03.06.2019,2975
04.06.2019,4299
05.06.2019,4065
06.06.2019,3486
07.06.2019,3313
08.06.2019,1474
09.06.2019,1815
10.06.2019,1493
11.06.2019,2906
12.06.2019,3280
13.06.2019,3774
14.06.2019,3493
15.06.2019,1832
16.06.2019,2023
17.06.2019,4213
18.06.2019,4353
19.06.2019,3634
20.06.2019,1721
21.06.2019,3200
22.06.2019,2057
23.06.2019,2067
24.06.2019,3965
25.06.2019,4271
26.06.2019,3952
27.06.2019,4376
28.06.2019,4006
29.06.2019,2150
30.06.2019,1930
01.07.2019,4112
02.07.2019,4534
03.07.2019,4537
04.07.2019,4435
05.07.2019,3862
06.07.2019,2030
07.07.2019,1801
08.07.2019,3704
09.07.2019,4267
10.07.2019,4285
11.07.2019,3542
12.07.2019,2933
13.07.2019,1200
14.07.2019,1528
15.07.2019,3387
16.07.2019,3731
17.07.2019,3605
18.07.2019,3517
19.07.2019,3086
20.07.2019,1507
21.07.2019,1936
22.07.2019,3652
23.07.2019,3877
24.07.2019,3370
25.07.2019,3066
26.07.2019,3013
27.07.2019,1216
28.07.2019,794
29.07.2019,3746
30.07.2019,3617
31.07.2019,3348
01.08.2019,3498
02.08.2019,2610
03.08.2019,1329
04.08.2019,1783
05.08.2019,2636
06.08.2019,3023
07.08.2019,2882
08.08.2019,3158
09.08.2019,2057
10.08.2019,1563
11.08.2019,1606
12.08.2019,2532
13.08.2019,2775
14.08.2019,3357
15.08.2019,2090
16.08.2019,2838
17.08.2019,1293
18.08.2019,729
19.08.2019,3267
20.08.2019,3703
21.08.2019,3859
22.08.2019,3906
23.08.2019,3334
24.08.2019,1950
25.08.2019,1813
26.08.2019,3690
27.08.2019,4224
28.08.2019,3800
29.08.2019,3830
30.08.2019,3666
31.08.2019,1927
01.09.2019,1630
02.09.2019,3958
03.09.2019,3909
04.09.2019,3617
05.09.2019,3503
06.09.2019,3333
07.09.2019,1204
08.09.2019,1166
09.09.2019,3215
10.09.2019,3980
11.09.2019,3457
12.09.2019,3673
13.09.2019,3051
14.09.2019,2064
15.09.2019,2129
16.09.2019,3230
17.09.2019,3599
18.09.2019,3720
19.09.2019,3849
20.09.2019,3502
21.09.2019,1826
22.09.2019,1803
23.09.2019,2601
24.09.2019,3021
25.09.2019,2959
26.09.2019,2377
27.09.2019,2781
28.09.2019,1234
29.09.2019,893
30.09.2019,2595
01.10.2019,2486
02.10.2019,2843
03.10.2019,1046
04.10.2019,1541
05.10.2019,1282
06.10.2019,530
07.10.2019,3089
08.10.2019,1830
09.10.2019,2790
10.10.2019,3146
11.10.2019,2888
12.10.2019,1554
13.10.2019,1737
14.10.2019,3234
15.10.2019,2616
16.10.2019,2287
17.10.2019,2291
18.10.2019,2234
19.10.2019,757
20.10.2019,494
21.10.2019,2700
22.10.2019,3162
23.10.2019,3296
24.10.2019,3314
25.10.2019,2794
26.10.2019,1640
